Appliances,lights,T_out,RH_out,Press_mm_hg,Windspeed,Visibility,Tdewpoint,rv1,rv2
73.4,3,13.84,51.8,738.2,1.95,52.6,4.1,16.9941,18.309
105.3,4,9.25,55.3,745.17,5.21,4.69,6.62,11.1149,33.7487
127.3,1,8.07,86.37,745.97,2.3,57.76,0.99,46.5056,38.4971
112.0,1,10.15,45.54,730.87,8.24,59.43,7.9,24.2457,14.7837
119.1,4,10.85,54.59,740.19,10.24,31.9,5.85,10.7598,20.2237
57.4,3,15.04,50.68,743.25,5.82,49.08,5.92,25.2249,1.7468
50.9,0,15.79,39.92,735.82,12.62,43.01,11.04,40.4598,44.3017
95.9,4,12.71,91.42,738.89,7.09,40.44,6.99,14.5178,45.3351
45.0,4,14.69,77.07,741.5,8.25,10.01,11.36,10.2047,39.0334
112.2,3,10.46,47.7,737.59,5.02,35.71,7.04,9.6084,23.1059
216.1,4,16.15,23.66,732.0,2.63,65.91,8.55,19.3941,7.6547
210.0,3,17.02,38.1,737.84,6.91,14.98,10.89,49.607,13.1236
201.8,4,16.74,86.3,737.07,5.3,45.96,9.21,28.264,8.5158
211.8,4,18.48,83.15,741.35,5.22,11.54,14.28,23.6643,2.051
193.5,1,18.32,89.04,745.93,4.33,47.54,12.99,38.4872,33.2978
247.1,4,13.4,91.7,732.09,12.04,9.28,9.75,27.5763,35.0278
195.7,49,18.15,54.48,736.19,5.54,47.26,15.4,32.2362,33.4295
213.3,25,15.25,39.11,732.66,1.33,55.74,7.96,45.0882,39.2291
233.8,6,14.87,21.82,734.77,9.66,11.27,7.47,15.5211,8.3923
210.5,62,19.78,82.83,745.07,7.92,43.26,14.88,26.2588,10.0792
205.0,1,17.17,33.98,742.56,5.24,2.5,13.36,13.2355,23.6945
196.2,8,18.92,25.36,734.33,1.38,42.65,9.65,25.8092,42.4797
226.0,8,20.92,93.08,732.89,11.2,44.08,12.78,39.8492,47.7621
224.5,47,21.58,32.05,744.2,4.28,52.87,16.84,32.2774,7.6812
225.2,8,19.51,47.69,743.02,0.77,2.96,12.02,44.7057,34.7405
216.6,34,18.52,71.11,738.66,5.23,29.59,14.52,4.276,4.6139
202.0,61,17.48,93.23,739.62,3.28,8.66,10.08,47.03,34.8477
203.6,54,18.02,68.03,732.44,2.24,55.61,11.97,20.0724,15.1886
168.9,28,18.44,29.07,730.28,12.82,56.16,10.56,16.0807,36.3974
231.9,54,22.21,88.98,744.61,4.91,56.42,13.8,8.2885,7.8695
244.8,35,23.38,55.01,733.39,3.39,7.12,14.25,33.7882,44.6658
206.0,30,19.37,75.9,732.49,6.47,21.28,14.57,26.7875,3.0033
243.9,52,22.72,68.53,730.81,0.76,47.01,16.69,9.352,22.3898
245.4,21,22.42,71.32,743.78,13.13,16.25,13.15,5.4465,21.6604
141.8,22,24.75,21.34,745.33,13.94,52.08,22.75,20.5068,15.2261
140.1,6,24.26,89.72,738.64,11.03,40.11,19.59,17.7777,29.2773
84.8,14,21.31,31.11,732.93,2.52,27.19,18.52,2.9912,11.2176
140.2,60,23.61,68.1,743.54,1.03,59.53,14.36,9.7562,6.3724
110.7,24,23.86,57.29,733.47,0.0,59.59,13.99,24.9412,1.1943
128.7,60,26.71,91.29,740.5,13.13,13.67,21.15,3.5003,14.0209
130.0,33,22.26,25.11,733.52,5.18,4.83,15.73,19.9753,48.5219
137.2,0,27.2,94.2,742.74,9.87,62.98,23.06,29.8023,1.3379
109.3,20,23.01,82.12,733.88,7.13,29.02,16.75,28.6916,3.1506
155.2,13,23.45,74.39,733.92,12.1,18.82,20.1,22.9129,14.8792
158.7,57,25.66,67.2,745.77,12.27,16.94,18.13,24.7442,47.173
125.6,68,24.87,32.36,741.12,1.74,2.95,16.1,20.008,23.822
133.9,60,24.84,39.91,740.67,1.54,18.98,20.89,9.5101,34.4606
156.3,48,25.43,90.61,739.19,11.2,39.49,15.99,13.406,24.0475
128.7,53,24.37,68.05,737.73,5.94,10.87,19.04,26.9099,7.0646
120.4,6,24.08,83.61,738.88,2.15,26.07,19.66,16.7937,43.758
168.2,51,27.15,45.68,739.46,1.01,24.13,22.26,45.4734,48.3043
152.5,10,26.06,36.03,731.83,8.41,52.22,20.79,9.0762,21.5491
175.0,26,30.35,65.19,735.49,7.3,34.86,26.63,8.9285,12.1035
138.6,36,26.45,31.22,733.91,12.78,62.72,16.53,36.3505,2.4618
127.3,55,22.79,70.04,741.02,7.79,64.59,20.68,2.3076,38.0237
134.7,18,23.36,72.21,742.63,6.99,28.23,13.63,11.7989,7.7316
101.3,19,20.42,39.63,730.32,7.93,35.31,12.24,0.7488,29.452
126.5,20,24.11,47.62,743.66,6.61,58.93,22.04,21.3654,46.1007
128.4,10,24.52,32.48,743.33,8.52,16.59,19.35,11.5852,25.4673
121.5,39,22.61,87.67,738.44,4.26,26.91,12.89,7.1813,15.055
140.0,55,24.08,46.52,737.07,3.17,25.02,19.52,24.7158,34.6883
83.4,19,17.37,79.05,742.44,9.28,19.26,13.77,0.5179,42.3261
139.5,38,24.16,58.83,737.86,13.45,57.27,17.13,35.4203,48.4893
153.3,55,23.19,80.75,737.19,10.02,60.67,13.49,28.7387,29.1717
80.2,62,20.08,52.53,745.59,3.09,9.73,16.3,32.449,12.722
81.0,1,20.06,46.48,744.77,11.88,48.24,16.9,15.4689,49.8808
79.1,66,17.94,57.19,742.63,2.87,10.33,8.7,21.1747,20.9104
107.1,65,24.59,69.19,742.74,12.44,53.51,16.64,33.6094,2.7017
77.2,32,22.26,66.87,732.92,13.08,8.28,13.87,40.2348,48.424
100.4,23,24.78,56.88,735.21,0.39,22.27,20.49,17.7127,25.6519
111.1,6,19.8,32.69,742.33,7.05,30.96,12.88,25.6085,34.7596
91.7,58,15.74,87.29,737.91,13.1,3.25,13.52,43.0001,36.7502
84.2,69,19.75,84.95,729.17,5.93,62.96,12.17,31.6483,4.176
148.2,56,23.06,38.97,731.4,4.62,64.49,20.67,36.9207,24.1913
87.7,27,16.56,60.53,736.52,11.73,59.18,12.75,7.5002,10.1693
115.8,50,21.62,45.86,730.2,3.64,41.24,16.93,12.494,33.6595
98.7,27,20.42,69.8,738.91,10.25,21.41,11.8,31.2852,32.3434
112.7,37,16.9,89.45,729.88,9.98,31.19,8.69,23.3086,30.074
91.6,51,14.95,80.43,745.83,0.05,33.45,9.35,34.8191,7.4234
95.7,39,17.22,48.09,742.59,0.23,5.13,11.0,1.6953,35.7784
131.3,24,16.48,71.75,741.72,2.29,5.91,8.91,38.3556,20.8903
82.6,28,18.73,89.34,744.69,0.13,38.42,14.1,17.6365,29.5891
215.4,38,16.95,36.41,740.68,2.06,20.46,7.92,49.3904,20.4386
247.0,67,15.68,67.98,743.13,7.62,48.26,11.67,16.5821,18.247
202.8,62,16.53,55.66,731.55,8.28,20.61,7.59,5.0674,30.4374
266.1,52,14.85,52.97,733.95,3.21,28.54,10.07,5.3561,48.6334
245.9,8,16.56,48.61,737.69,1.7,53.84,10.9,17.281,42.218
250.6,27,13.56,22.21,739.05,3.61,38.15,6.83,20.5773,18.7668
278.4,59,11.63,44.26,734.18,9.68,48.54,3.69,14.1952,31.3607
274.5,31,9.45,43.14,736.84,5.59,9.93,5.45,43.3914,19.4185
280.6,51,10.92,67.14,741.53,5.2,25.49,6.84,0.8727,35.9457
219.2,58,15.16,62.56,744.03,0.38,13.21,8.32,8.044,25.7402
260.8,38,11.89,65.18,733.37,3.09,45.86,3.55,45.3071,28.2093
267.8,20,14.15,67.72,734.63,11.59,16.29,9.19,6.1662,17.6503
277.8,22,8.94,33.27,731.16,9.78,26.71,2.41,2.8952,46.988
290.7,6,10.88,52.84,736.02,9.37,21.14,7.96,34.2705,32.6904
297.6,65,8.93,87.01,742.45,11.86,58.62,5.33,41.6525,36.2152
308.3,68,9.65,86.91,737.77,0.09,42.21,4.24,15.6543,10.3061
306.9,55,5.79,87.49,739.69,2.42,24.49,0.92,27.1664,14.8415
285.0,22,9.17,80.58,732.99,12.65,35.11,6.06,13.1803,6.7567
299.3,64,9.83,89.37,736.7,2.52,22.72,2.25,9.3433,49.7339
322.2,55,9.78,91.22,739.42,2.45,17.91,6.3,14.1731,24.7156
315.9,5,6.1,22.71,734.94,1.99,35.94,0.81,30.1646,15.8437
332.4,50,6.07,36.51,741.86,7.8,39.49,2.38,2.3018,7.6135
310.7,18,9.39,43.5,744.02,10.24,8.82,5.63,19.4287,29.6049
325.4,40,7.26,90.89,729.96,2.1,52.88,0.95,49.8504,18.2521
321.5,12,6.23,40.44,732.0,5.75,1.11,0.63,29.0867,8.0836
324.8,62,5.93,90.1,743.35,1.8,59.81,-3.15,41.528,23.2557
328.4,41,5.95,37.27,730.46,0.05,17.21,-2.63,10.7237,38.2934
346.4,47,2.14,74.96,741.23,3.13,2.3,-0.91,41.505,33.9905
335.4,26,6.98,36.27,736.6,5.58,16.7,4.43,8.3875,22.3913
353.0,46,4.65,51.23,733.99,9.0,13.68,-0.52,25.271,39.4794
141.3,42,9.25,89.69,735.54,0.59,30.88,0.15,2.9821,22.5209
160.7,42,7.88,76.5,738.19,1.67,62.35,3.38,25.5071,28.777
153.3,66,7.61,56.76,743.04,10.6,65.07,1.97,41.244,23.3064
167.9,7,4.09,79.39,731.95,2.97,22.04,-2.3,1.4753,7.0882
188.8,40,3.94,87.38,738.34,3.26,27.85,-1.81,32.5607,49.4645
188.9,39,4.93,61.65,731.14,8.33,49.62,-1.52,18.0055,14.3665
157.0,4,2.84,76.4,745.07,6.17,8.11,-7.03,40.7127,41.7593
144.1,2,3.88,55.66,734.33,5.91,33.98,-4.63,40.2506,1.4696
142.1,1,5.88,26.53,741.29,0.65,64.21,3.36,36.1428,2.0519
127.3,1,5.71,55.97,743.15,0.47,5.48,0.28,18.7683,30.6372
162.5,0,1.83,43.66,731.53,2.56,32.34,-3.82,37.9911,36.5844
118.2,1,6.9,34.55,739.68,9.0,8.82,1.73,9.8789,16.5876
166.4,1,3.16,60.38,730.03,9.92,54.03,-0.08,0.213,22.6058
119.2,3,7.09,70.4,744.76,12.59,65.78,-0.95,44.0849,33.8047
138.1,4,6.77,67.34,739.65,9.31,40.45,0.49,46.7279,18.7033
114.5,4,7.99,90.22,733.5,7.28,6.26,-1.07,10.084,33.8785
123.7,1,9.02,56.21,741.43,13.14,41.28,1.23,25.3166,29.4619
140.2,0,7.82,21.36,742.07,3.67,48.08,-0.64,30.9214,47.4876
138.9,4,3.5,32.26,735.19,11.96,52.07,-3.84,2.6163,11.8032
143.8,1,2.8,84.55,737.44,2.91,52.62,-5.95,47.7596,21.3384
145.9,0,6.01,42.54,741.83,1.7,32.65,-1.16,2.3698,36.6824
113.7,0,8.28,91.89,741.8,1.98,50.52,4.6,5.3393,47.015
95.6,2,11.52,38.3,738.78,5.02,12.98,8.26,14.7883,40.2131
119.5,0,4.99,42.84,734.84,11.54,49.09,1.51,42.1419,43.798
123.8,1,6.67,40.73,731.07,3.94,51.62,1.07,24.3914,17.654
99.0,2,10.76,26.18,729.75,7.35,63.95,6.0,46.2641,9.9134
162.8,4,3.52,21.65,731.45,0.05,13.37,-2.6,24.6653,32.7776
116.4,1,6.48,63.04,739.47,13.17,35.62,-2.9,19.7425,28.542
142.5,4,5.5,72.65,742.72,11.58,60.33,-4.03,1.38,5.3979
120.1,3,7.58,49.23,745.12,5.65,4.31,2.58,16.3275,47.3101
99.9,0,8.53,44.88,732.73,1.76,50.52,2.73,14.9145,13.8931
107.0,1,10.03,24.93,742.6,6.31,42.29,5.25,37.9803,30.9478
97.7,4,9.89,42.01,731.88,0.29,25.16,3.58,2.2625,45.9237
125.2,3,7.83,26.93,743.31,11.66,23.09,4.85,26.6751,21.6772
146.9,2,7.38,40.95,740.03,7.81,1.35,-1.13,17.6435,36.2913
85.3,1,12.49,78.54,735.12,9.15,31.3,5.15,39.2691,32.6429
48.6,4,13.68,85.65,740.15,10.86,22.85,4.04,24.9782,11.0582
98.8,4,12.1,45.17,729.6,11.14,27.53,7.16,15.688,0.2451
80.0,3,13.03,69.44,730.68,9.36,50.16,3.18,46.5062,13.7783
84.0,3,11.99,30.47,741.89,4.38,57.88,7.39,35.3327,8.6415
92.2,4,12.48,23.19,732.67,5.49,15.54,4.4,9.8325,24.5985
110.9,3,10.4,56.73,743.44,8.58,49.11,0.55,49.4891,14.4588
217.2,4,15.48,24.12,742.34,9.64,3.81,11.44,19.7942,7.7797
241.8,3,14.1,76.47,735.17,5.67,48.76,8.58,48.4805,17.6199
192.4,4,17.09,92.07,729.84,11.04,22.33,7.41,24.7225,49.4844
209.9,2,16.88,94.33,730.5,9.64,61.08,10.13,41.6679,45.8862
215.5,4,14.32,44.43,735.34,9.76,14.75,8.48,14.2745,43.5529
239.2,2,13.82,72.57,729.09,11.27,27.33,6.15,2.8621,47.8014
233.5,68,18.43,69.43,740.37,6.28,13.9,13.38,11.9266,15.3095
237.6,54,16.57,50.55,741.0,8.26,35.45,10.85,22.0003,12.0371
230.0,36,17.99,20.72,731.16,12.53,26.33,8.29,28.3126,47.9281
205.0,26,16.45,20.99,741.1,10.83,25.66,9.94,10.9328,4.9443
246.4,21,20.53,26.39,741.05,12.8,10.16,13.66,39.5804,44.4055
204.1,35,17.75,31.86,737.22,0.62,51.7,12.66,23.1643,9.803
216.4,6,20.07,37.63,729.2,4.31,9.85,14.21,13.7767,48.6747
239.3,18,20.71,38.95,738.74,9.17,34.95,16.2,18.7366,15.3631
220.9,66,19.01,43.82,735.97,11.71,3.7,12.77,9.1704,24.8051
203.7,36,19.57,20.08,729.6,13.2,42.35,16.54,1.8627,46.2305
215.4,29,17.17,30.81,742.32,0.26,57.31,8.26,46.7101,44.8648
250.1,23,22.19,83.62,731.41,11.04,21.16,14.63,24.9066,1.5937
216.7,64,23.09,28.01,735.83,7.25,38.65,15.59,3.4815,45.1254
200.2,65,18.41,77.73,736.93,10.78,20.09,9.89,19.9081,43.6401
232.6,65,22.62,38.21,741.81,8.04,8.8,16.16,33.339,15.321
208.6,8,22.08,94.93,738.42,10.74,3.91,15.94,0.9363,36.645
253.9,15,18.82,46.74,738.07,6.56,29.29,10.34,44.3272,23.2034
252.6,4,23.62,74.42,740.91,13.56,33.44,16.14,23.9976,40.9766
142.2,17,26.45,83.0,738.17,10.67,64.03,20.94,7.4204,45.173
157.8,65,26.77,28.62,740.96,13.18,36.84,20.99,49.3802,26.2888
113.8,48,20.63,23.61,740.39,3.65,8.52,13.32,45.5954,6.8638
73.8,35,18.6,57.08,731.16,0.34,57.49,15.57,30.8211,27.4506
81.0,6,21.34,66.51,744.63,6.85,54.95,12.09,21.6989,24.2102
133.1,57,26.57,43.48,739.8,2.29,9.81,22.09,8.6151,15.1894
130.2,49,23.99,69.94,731.16,2.43,26.17,19.32,16.4744,41.3729
155.6,10,24.4,47.08,734.72,6.04,39.85,14.75,16.7564,5.5627
121.9,8,24.86,37.06,743.24,2.94,16.47,16.42,26.1632,41.6397
118.1,11,22.83,78.26,738.96,7.37,51.04,16.95,26.964,46.0061
127.6,61,22.65,43.13,741.05,10.21,19.46,19.21,7.1792,40.6994
158.5,46,29.67,80.76,729.12,4.17,55.97,27.35,18.4158,27.1451
139.9,0,25.11,29.15,729.79,12.77,24.18,17.36,19.3872,40.4356
179.1,15,25.29,21.78,739.86,4.8,5.71,18.65,28.208,10.2782
156.9,8,26.9,82.07,729.27,10.04,9.94,17.2,9.9939,32.5116
117.3,54,23.6,75.59,737.21,2.37,17.55,14.4,43.4424,27.4
199.0,31,26.39,43.49,741.15,3.51,23.35,20.67,4.724,42.9407
142.3,20,25.71,56.89,740.19,0.37,61.87,15.9,11.5608,27.466
119.2,36,24.25,27.9,735.04,1.45,50.96,21.7,49.4602,26.4154
131.1,32,24.29,90.6,738.42,11.03,22.37,19.04,12.8174,3.208
143.9,19,25.49,63.5,735.68,0.46,26.42,17.87,27.5375,30.2845
128.0,54,24.24,28.31,731.02,1.44,25.73,18.69,17.8026,7.3775
121.5,28,24.32,30.12,734.29,3.64,11.22,14.93,43.2436,0.6187
125.5,42,24.53,71.97,730.07,0.53,11.01,15.42,37.5127,25.5177
146.8,12,25.88,21.7,738.85,2.07,6.64,20.54,29.9206,38.9937
94.6,42,21.59,66.26,739.98,2.21,25.12,17.13,3.873,30.1759
111.8,43,20.92,48.84,739.55,4.87,20.23,14.55,1.3677,14.3203
117.9,18,20.87,35.39,736.73,6.01,43.39,16.74,5.8404,13.5519
121.2,43,21.77,34.5,745.72,9.63,44.29,11.78,43.6664,45.7056
120.8,62,24.18,46.29,732.49,2.23,24.23,20.49,26.4489,11.9064
145.8,25,24.15,27.78,735.14,9.63,58.59,20.41,2.7406,42.1737
105.9,3,21.12,66.53,738.24,13.43,63.2,17.09,42.7012,40.8425
112.8,63,21.88,75.94,736.68,12.75,57.47,16.98,21.8686,7.7628
99.5,69,21.73,89.55,742.32,9.12,33.45,13.75,48.6583,20.7691
103.2,67,21.12,92.46,740.09,3.45,36.18,14.41,47.5276,44.5842
139.5,37,26.06,24.63,732.44,12.24,55.81,18.34,48.6711,48.9019
114.6,14,22.53,90.34,731.96,7.35,61.0,17.61,25.1024,47.8662
103.6,61,19.45,53.81,743.38,6.09,37.86,12.17,40.9805,22.6482
98.5,45,19.45,91.99,731.25,13.14,23.61,14.92,23.0584,18.211
91.8,22,18.95,84.16,744.25,12.03,58.7,13.75,18.7616,49.7186
126.6,62,22.67,39.46,738.82,11.07,33.42,13.65,25.3104,13.0321
97.6,60,20.08,79.04,731.35,4.77,56.06,13.69,17.1619,42.3077
80.5,36,21.1,31.6,735.56,0.13,39.36,13.8,10.4153,39.223
83.1,68,17.69,21.12,737.38,9.14,22.01,15.36,29.7565,13.2527
72.0,50,17.8,93.78,732.35,0.21,31.68,9.98,48.0469,33.4367
62.5,61,18.24,89.7,744.86,10.73,20.13,11.49,16.2393,36.7986
93.6,46,17.95,34.57,742.11,13.8,32.73,12.06,3.3597,29.4972
77.2,27,17.98,36.53,729.07,8.55,24.86,15.59,18.6501,39.2026
220.4,66,18.17,85.03,731.33,1.51,60.34,12.04,9.9503,38.9746
244.9,56,14.77,27.78,736.88,10.94,43.78,10.85,35.7778,29.401
247.9,48,13.82,76.06,734.49,6.44,14.93,5.46,8.8495,23.1086
261.5,12,12.02,83.79,729.08,0.77,56.73,4.44,8.3188,38.9426
232.4,48,15.05,80.33,742.67,4.45,33.34,5.39,0.9617,10.874
269.9,17,13.19,87.01,743.0,1.07,49.44,10.39,43.3117,36.5851
219.2,33,17.01,34.26,732.82,8.36,46.5,12.46,48.661,20.4418
314.9,6,10.24,48.66,744.09,6.97,12.73,0.38,9.3737,32.4912
253.5,53,11.32,65.18,743.39,8.2,50.68,6.93,1.3079,9.1668
291.3,11,12.48,56.67,734.42,2.86,40.14,4.44,20.718,19.9515
273.6,50,11.79,61.23,735.69,7.54,44.49,3.46,44.622,33.4154
281.8,54,12.91,40.53,738.09,7.58,55.23,9.01,25.3998,47.1211
287.7,58,9.81,83.81,739.76,13.51,33.74,0.03,4.9749,41.7381
309.3,66,10.44,41.4,745.37,6.47,2.12,4.34,44.3037,22.0102
335.5,53,7.04,86.66,742.67,12.26,53.07,-1.64,17.1757,26.5972
283.2,57,10.73,87.85,737.63,1.07,44.35,2.6,34.0402,22.6191
324.8,7,9.5,21.53,735.4,9.61,28.28,6.86,40.4997,3.5971
273.2,26,11.29,69.01,744.44,11.69,62.26,6.7,37.4656,45.4046
302.4,6,8.91,63.03,734.65,13.01,53.33,-0.92,22.7389,29.2696
314.1,41,5.95,54.46,744.64,0.46,46.79,1.74,4.2472,8.2395
299.4,3,6.74,35.42,733.75,0.88,31.19,0.04,3.6739,30.5441
291.9,36,11.33,87.09,733.33,9.6,53.06,6.63,11.3146,40.5792
323.3,34,5.96,88.22,739.65,9.03,10.67,0.73,37.8979,3.313
318.3,38,10.25,34.5,729.76,0.85,60.05,2.99,5.003,5.3467
326.9,48,6.23,82.23,731.77,10.2,9.59,-0.69,24.1406,15.9643
290.6,26,7.31,78.13,740.35,6.76,11.88,2.77,48.5907,11.2844
314.1,4,7.2,38.33,739.12,11.78,29.89,-1.36,49.6412,3.8909
271.5,39,10.84,46.92,744.7,1.55,63.56,1.94,48.0655,0.3948
357.5,26,5.8,45.04,742.0,11.41,7.74,1.18,2.821,28.2465
320.6,12,6.28,29.99,742.92,4.02,9.48,-1.47,17.9531,9.5266
158.5,25,7.29,35.78,744.77,1.72,5.96,2.22,27.9804,16.0158
173.4,30,7.01,68.32,736.88,1.96,54.26,-0.7,12.1283,24.3561
145.8,13,5.78,32.1,742.3,4.3,33.0,1.03,6.4002,8.4502
190.6,41,2.61,69.12,737.61,13.59,28.84,-6.49,15.8956,4.9269
180.1,5,5.04,43.48,735.23,12.77,27.22,-3.28,46.0778,16.4737
168.6,56,7.23,36.55,744.88,6.67,40.77,0.52,24.755,10.0734
182.6,2,2.43,57.13,730.88,9.04,45.07,0.42,0.8157,13.3204
157.8,4,2.8,79.67,733.96,7.82,4.51,-2.09,5.4553,23.0921
88.7,0,10.17,27.91,741.87,6.81,32.34,1.95,30.3933,24.8252
152.3,3,2.81,89.67,735.48,7.4,19.3,-6.57,15.7502,33.3781
171.6,4,3.13,36.5,738.55,9.29,62.57,0.91,15.8872,25.4086
129.1,2,4.68,33.29,729.15,1.99,59.2,-4.91,37.4279,37.1967
150.6,3,4.86,50.55,740.67,13.54,24.06,-4.84,27.388,25.7118
132.1,1,6.65,74.23,734.85,0.45,27.43,2.83,5.7082,26.0635
164.3,1,1.96,63.29,736.61,6.68,58.52,-6.83,49.5815,0.2064
123.0,3,7.43,31.03,743.97,13.97,40.12,2.69,36.2956,39.2482
146.8,4,7.61,92.83,745.95,4.56,27.0,1.54,28.168,31.3145
131.1,2,6.45,78.39,734.6,5.34,2.61,-0.02,6.1202,45.0039
162.8,0,3.5,80.59,745.74,0.13,55.92,-2.67,43.6543,44.4234
158.7,2,5.08,26.37,737.79,9.51,20.93,2.9,44.9498,14.0878
123.0,4,6.41,75.98,734.87,7.84,43.56,-3.52,1.5178,5.4142
133.0,0,4.0,44.53,731.21,10.5,50.91,-0.76,46.0556,6.6118
119.7,1,8.25,23.87,731.84,8.35,15.9,3.52,30.7682,12.6204
103.2,2,7.21,67.67,732.73,3.05,45.9,1.74,44.2232,28.1839
83.5,4,10.54,52.03,741.95,3.0,6.71,8.16,32.2482,13.2549
175.6,3,2.44,59.56,744.59,11.11,18.14,-1.3,3.948,20.5611
145.1,3,2.49,94.12,744.45,2.99,22.77,-3.8,37.0062,28.8289
116.8,2,8.03,84.83,737.31,8.74,10.16,4.45,1.2504,21.3567
113.8,1,7.06,43.82,734.11,12.51,42.07,0.66,26.3856,23.5415
144.0,1,7.19,80.0,739.01,10.14,14.58,1.0,29.5536,37.0192
106.7,0,10.91,27.34,736.43,4.25,14.95,2.9,3.263,9.9211
117.9,4,9.42,28.54,743.34,13.28,3.19,7.1,23.5445,4.3977
86.1,3,12.1,70.63,732.57,7.1,60.2,8.82,28.5282,12.7056
101.2,0,12.49,47.11,730.13,13.29,38.81,3.96,48.9563,5.8736
94.7,2,10.1,37.91,745.37,12.88,12.11,4.73,27.3106,26.4252
89.9,4,10.7,68.27,729.7,4.25,39.13,5.09,1.5101,27.2001
93.7,4,10.87,89.66,745.21,3.82,19.29,8.61,9.8177,46.4394
122.2,3,9.45,30.88,734.23,3.21,37.0,3.85,39.6568,14.1974
74.9,1,13.35,55.87,743.4,1.15,23.68,3.52,45.5428,25.3181
107.9,1,9.74,41.39,729.67,10.82,5.01,7.09,36.3019,21.5287
66.6,2,15.46,51.31,745.48,2.93,46.87,8.58,44.1243,7.9311
88.1,3,11.45,28.53,738.51,2.38,1.89,7.5,21.3112,45.2083
259.3,4,13.49,45.66,734.89,0.43,65.77,11.4,12.8238,19.5584
194.7,3,15.79,68.18,742.36,10.04,28.78,10.03,22.0981,16.9971
235.2,4,12.62,67.83,732.51,10.04,44.74,9.98,12.9877,41.1386
202.0,0,14.58,92.99,735.34,11.84,44.49,6.74,49.8623,27.3844
234.4,4,14.07,35.08,735.95,13.99,52.43,7.77,3.3112,43.8419
209.4,4,14.02,75.9,734.96,13.0,24.06,10.04,47.9016,27.2532
194.7,42,17.3,85.12,737.83,12.94,55.53,12.01,30.5207,26.8211
200.3,55,17.72,57.22,731.36,1.67,8.88,11.22,0.5137,28.8568
179.1,35,17.94,35.51,732.1,12.17,5.91,8.04,16.0264,42.3356
199.6,63,18.8,91.67,742.25,6.63,53.18,10.25,36.2669,18.4921
199.4,3,16.59,53.96,739.78,4.12,22.56,11.66,24.3681,18.779
204.2,39,18.08,79.2,731.56,10.97,51.25,11.5,42.137,19.8765
216.4,61,19.5,42.38,729.09,12.44,22.42,12.33,3.044,42.3977
259.6,49,23.52,40.84,736.02,2.18,30.55,13.8,16.0223,11.1359
215.1,13,20.44,46.07,741.42,0.09,36.04,15.85,1.1413,36.3502
232.6,36,19.33,64.94,733.12,9.61,47.51,13.26,49.4972,3.1913
194.5,21,19.08,47.26,744.92,12.01,2.43,11.54,24.258,17.1882
273.7,47,23.86,63.22,742.63,0.96,47.97,18.92,3.6782,34.4392
264.9,24,22.67,36.97,742.46,3.57,6.93,16.22,46.192,33.7202
208.0,65,21.1,22.69,729.58,4.19,29.18,12.27,1.926,27.1443
222.0,28,20.48,90.12,743.45,12.63,47.57,13.29,48.0891,25.6582
202.7,19,18.45,87.67,741.89,4.22,62.68,9.09,23.6964,9.2877
249.8,34,25.42,63.56,736.44,0.71,17.55,21.92,6.7882,1.0225
235.1,25,19.88,55.52,735.74,5.93,54.23,11.14,44.1546,47.388
148.6,48,27.09,58.1,735.96,5.63,41.84,21.47,9.7921,25.1587
154.8,14,26.28,71.76,729.35,10.69,57.41,17.65,3.6949,36.3592
108.9,14,23.32,74.49,738.5,5.64,50.44,18.44,47.6915,10.3149
127.0,10,25.24,20.77,743.63,6.68,2.22,18.53,16.8335,11.5357
130.6,52,22.4,71.48,745.01,9.49,26.66,19.23,41.8264,49.2117
120.4,22,23.02,64.31,740.8,0.25,22.94,13.05,9.6423,1.5526
126.4,50,24.49,72.37,731.56,7.98,16.68,20.37,17.5057,4.0878
152.2,7,26.53,88.16,740.64,2.65,44.17,24.37,0.6524,29.5101
125.0,8,23.39,71.22,733.23,13.08,39.5,14.22,33.3664,16.5121
186.1,58,27.91,57.15,743.9,6.24,19.5,25.8,35.2241,8.3793
133.5,59,25.58,48.94,738.68,1.86,24.18,22.94,8.1535,9.2664
186.0,68,26.9,56.06,745.98,13.37,25.53,17.97,16.4047,37.6459
131.0,42,24.56,84.31,729.13,1.25,63.8,20.43,14.4574,32.4178
160.4,59,27.15,91.55,737.23,0.55,56.12,23.07,27.5237,46.0286
155.7,56,26.72,36.63,741.87,10.69,27.29,17.59,29.9349,1.0731
95.2,55,21.81,40.3,730.13,6.54,42.95,17.06,2.0972,37.1972
159.7,58,28.14,81.54,736.4,6.93,26.9,20.21,28.2369,33.4063
128.5,68,25.86,29.46,739.03,5.57,3.37,21.38,18.6778,19.9957
153.7,16,24.97,65.84,741.68,10.86,49.75,22.11,8.9441,48.6682
181.5,63,27.39,58.53,736.53,9.75,6.11,22.19,42.5951,25.0712
143.4,42,25.48,64.29,733.78,9.48,53.35,23.27,44.3052,27.0905
108.4,8,21.6,32.98,734.43,3.14,29.89,18.33,0.6684,31.428
93.5,43,21.03,37.1,730.49,2.85,6.58,12.74,38.9581,16.2431
116.5,36,23.39,72.27,735.44,6.36,53.73,20.88,33.7203,7.5351
113.2,47,23.19,77.03,740.59,11.06,41.57,17.42,33.2593,47.6603
130.7,25,24.7,44.32,731.01,5.14,18.03,19.05,25.2591,5.6848
114.2,60,22.12,38.7,732.85,10.7,15.81,12.17,38.3256,40.4905
