Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
20/09/2004;07.00.00;2,1;1291;318;9,7;1251;224;1733;69;1650;895;17,6;60,1;0,1
20/09/2004;08.00.00;8,0;1672;283;26,9;1175;653;1441;200;2152;1263;22,9;50,3;0,1
20/09/2004;09.00.00;7,2;1617;189;26,6;991;559;1678;200;1964;1103;27,7;44,3;0,1
20/09/2004;10.00.00;5,0;1365;145;21,4;1054;394;1787;170;1798;1163;22,4;54,0;0,1
20/09/2004;11.00.00;1,9;1122;227;7,6;1098;169;1904;50;1753;1020;22,7;49,2;0,1
20/09/2004;12.00.00;2,6;1151;97;8,2;831;150;1925;39;1585;896;24,2;50,2;0,1
20/09/2004;13.00.00;6,1;1514;182;19,5;1162;488;1555;169;2197;1075;21,1;55,6;0,1
20/09/2004;14.00.00;6,6;1536;364;20,2;1227;479;1283;200;2170;966;22,0;36,8;0,1
20/09/2004;15.00.00;2,1;1169;198;8,5;1073;114;1888;72;1721;779;27,3;31,5;0,1
20/09/2004;16.00.00;5,9;1469;70;19,5;709;508;1629;200;2188;1194;21,4;70,5;0,1
20/09/2004;17.00.00;0,7;1098;71;1,3;901;31;1989;2;1612;776;20,3;58,8;0,1
20/09/2004;18.00.00;4,7;1391;129;15,2;983;402;1719;162;1997;953;15,6;58,9;0,1
20/09/2004;19.00.00;2,8;1267;339;8,8;1364;227;1820;98;1766;866;15,7;54,5;0,1
20/09/2004;20.00.00;5,0;1417;210;18,1;1125;340;1737;143;1918;995;13,8;59,9;0,1
20/09/2004;21.00.00;1,1;1076;231;3,9;1317;83;1845;20;1334;899;9,9;49,3;0,1
20/09/2004;22.00.00;1,3;1101;51;6,8;763;153;1910;74;1616;928;7,9;46,0;0,1
20/09/2004;23.00.00;3,9;1329;356;13,2;1358;263;1678;94;1808;979;5,2;60,4;0,1
21/09/2004;00.00.00;5,1;1395;203;21,2;869;324;1769;113;1903;1073;1,7;73,4;0,1
21/09/2004;01.00.00;3,1;1240;131;9,1;990;274;1933;76;1817;991;11,7;44,3;0,1
21/09/2004;02.00.00;2,9;1192;189;7,2;896;175;1851;78;1936;842;5,2;58,5;0,1
21/09/2004;03.00.00;3,6;1227;294;12,8;1238;263;1878;105;1817;866;3,3;68,7;0,1
21/09/2004;04.00.00;2,6;1247;124;8,9;1061;191;2008;60;1644;913;9,5;62,0;0,1
21/09/2004;05.00.00;5,5;1511;312;20,5;1259;419;1776;155;1879;1116;15,3;35,1;0,1
21/09/2004;06.00.00;7,9;1572;291;28,5;1111;628;1549;200;1999;1061;16,9;48,0;0,1
21/09/2004;07.00.00;7,8;1606;249;25,9;1036;624;1422;200;2066;1141;15,1;50,8;0,1
21/09/2004;08.00.00;4,5;1316;387;15,6;1306;412;1679;156;1971;987;23,5;51,2;0,1
21/09/2004;09.00.00;2,8;1240;325;9,9;1229;198;2028;96;1615;860;17,3;52,9;0,1
21/09/2004;10.00.00;5,6;1393;369;16,1;1258;436;1576;180;1996;1034;24,9;29,5;0,102
21/09/2004;11.00.00;18,7;1146;102;124,4;1011;1673;1920;56;1522;744;55,0;46,2;0,1
21/09/2004;12.00.00;2,9;1244;218;11,3;1020;156;1914;30;1410;815;23,6;45,4;0,1
21/09/2004;13.00.00;3,9;1319;219;13,9;1188;295;1803;103;1851;987;19,3;60,3;0,1
21/09/2004;14.00.00;3,6;1396;153;11,6;988;324;1942;148;2065;1030;26,3;55,7;0,1
21/09/2004;15.00.00;2,0;1225;166;5,7;1031;247;1689;97;1491;1032;25,0;42,0;0,1
21/09/2004;16.00.00;2,3;1286;253;9,9;1147;171;1810;42;1527;1007;18,3;57,4;0,1
21/09/2004;17.00.00;7,3;1545;244;28,1;1177;689;1283;200;2207;1140;19,2;46,4;0,1
21/09/2004;18.00.00;4,6;1364;281;14,4;1144;400;1783;144;1964;1106;18,3;57,5;0,1
21/09/2004;19.00.00;6,6;1494;80;23,1;864;560;1514;200;2042;1168;16,0;38,7;0,1
21/09/2004;20.00.00;1,4;1118;320;5,9;1291;85;1941;45;1655;808;7,5;63,7;0,1
21/09/2004;21.00.00;0,8;1064;69;5,6;966;17;2008;2;1371;715;7,4;48,3;0,1
21/09/2004;22.00.00;1,9;1159;229;6,6;1266;146;1964;47;1721;896;2,5;56,5;0,1
21/09/2004;23.00.00;5,2;1450;174;18,2;1052;435;1570;184;2247;1117;5,9;56,3;0,1
22/09/2004;00.00.00;6,6;1583;250;23,0;1185;533;1448;200;2113;1149;4,3;63,6;0,1
22/09/2004;01.00.00;5,2;1404;60;19,1;877;440;1863;172;1750;1107;1,9;64,9;0,1
22/09/2004;02.00.00;5,9;1411;120;23,6;1011;493;1603;200;2287;1221;5,8;48,5;0,1
22/09/2004;03.00.00;1,2;1176;103;7,2;1045;219;1938;92;1931;1044;9,6;54,8;0,1
22/09/2004;04.00.00;1,1;1027;141;3,5;912;104;1897;16;1527;848;10,9;59,5;0,1
22/09/2004;05.00.00;3,6;1280;307;13,3;1308;304;1679;125;1856;938;14,6;57,7;0,1
22/09/2004;06.00.00;0,5;1041;55;1,9;893;20;1990;45;1758;850;11,3;63,5;0,1
22/09/2004;07.00.00;4,2;1421;331;18,9;1222;276;1755;99;1919;944;15,3;62,7;0,1
22/09/2004;08.00.00;3,9;1291;111;9,9;1012;263;1794;119;1720;957;19,9;57,5;0,1
22/09/2004;09.00.00;5,5;1362;65;20,0;967;526;1699;185;2168;1125;22,7;44,8;0,1
22/09/2004;10.00.00;3,2;1252;62;9,6;851;280;1795;116;1657;984;22,2;30,1;0,1
22/09/2004;11.00.00;6,8;1573;273;21,2;1095;515;1502;188;1933;1128;29,6;43,7;0,1
22/09/2004;12.00.00;6,4;1468;154;21,5;893;497;1691;200;2148;1184;27,0;30,7;0,1
22/09/2004;13.00.00;6,9;1546;376;26,5;1426;509;1483;192;2204;1118;18,0;49,7;0,1
22/09/2004;14.00.00;2,5;1140;128;7,0;985;162;1646;82;1665;916;22,6;43,0;0,1
22/09/2004;15.00.00;1,8;1212;230;5,7;1204;165;1834;65;1734;932;27,1;43,6;0,1
22/09/2004;16.00.00;7,2;1595;314;25,7;1285;701;1134;200;2110;1194;17,1;51,4;0,1
22/09/2004;17.00.00;0,8;981;230;1,8;1147;113;1863;62;1641;860;18,5;40,3;0,1
22/09/2004;18.00.00;0,9;1138;353;6,2;1188;133;2022;74;1663;1034;12,8;60,2;0,1
22/09/2004;19.00.00;1,3;1058;115;4,9;897;18;2001;2;1635;877;7,3;38,9;0,1
22/09/2004;20.00.00;7,1;1575;127;25,5;1212;564;1743;200;2186;1157;5,9;76,4;0,1
22/09/2004;21.00.00;6,5;1523;143;20,4;918;460;1669;161;2030;974;8,7;57,9;0,1
22/09/2004;22.00.00;7,2;1524;103;26,9;969;596;1475;200;2250;1191;3,8;59,6;0,1
22/09/2004;23.00.00;1,2;1163;376;2,2;1478;83;1979;39;1697;873;4,2;57,3;0,1
23/09/2004;00.00.00;5,6;1391;396;20,3;1462;371;1743;123;1865;970;0,8;54,8;0,1
23/09/2004;01.00.00;3,6;1303;77;14,1;890;299;1671;112;1785;1049;7,2;52,4;0,1
23/09/2004;02.00.00;4,6;1382;145;15,0;1051;378;1663;141;1902;1070;5,8;56,4;0,1
23/09/2004;03.00.00;4,5;1279;119;18,9;808;283;1630;110;1690;910;11,0;65,9;0,1
23/09/2004;04.00.00;5,6;1411;296;18,1;1370;379;1768;153;1834;1053;9,0;48,1;0,1
23/09/2004;05.00.00;5,3;1433;254;15,4;1014;411;1741;139;1949;1174;10,6;43,7;0,114
23/09/2004;06.00.00;2,6;1204;399;9,9;1332;209;1916;101;1684;972;12,6;47,3;0,1
23/09/2004;07.00.00;4,7;1456;174;15,2;1167;337;1597;112;1857;855;17,9;51,0;0,1
23/09/2004;08.00.00;4,5;1331;301;17,3;1324;428;1627;196;2114;987;16,6;61,7;0,1
23/09/2004;09.00.00;5,3;1428;52;13,6;938;487;1886;179;2020;1224;23,4;45,6;0,1
23/09/2004;10.00.00;5,3;1451;240;20,2;1165;493;1702;200;2043;1119;29,6;36,1;0,1
23/09/2004;11.00.00;6,9;1528;388;24,3;1417;585;1620;200;2161;979;24,9;63,9;0,1
23/09/2004;12.00.00;2,8;1219;397;10,3;1326;200;1910;75;1783;928;25,2;40,2;0,1
23/09/2004;13.00.00;1,1;1070;389;4,4;1375;131;1973;20;1430;860;27,1;50,1;0,1
23/09/2004;14.00.00;7,2;1520;53;23,7;741;541;1572;200;2083;1071;27,5;36,9;0,1
23/09/2004;15.00.00;3,4;1280;164;13,6;1112;331;1668;86;1874;1011;23,6;53,9;0,101
23/09/2004;16.00.00;0,9;1043;148;5,1;1103;148;1845;41;1766;1003;21,5;54,9;0,1
23/09/2004;17.00.00;1,9;1253;388;7,1;1431;168;1781;93;1649;1046;14,8;70,4;0,1
23/09/2004;18.00.00;1,4;1158;344;7,3;1260;46;2033;27;1474;677;15,9;52,2;0,1
23/09/2004;19.00.00;5,6;1558;361;17,7;1423;512;1402;199;2173;1066;10,2;51,9;0,1
23/09/2004;20.00.00;7,1;1556;218;25,4;1152;531;1373;200;2170;1090;9,0;57,7;0,1
23/09/2004;21.00.00;6,5;1526;256;23,0;1146;536;1699;200;2033;1128;6,1;52,3;0,1
23/09/2004;22.00.00;6,9;1458;200;21,6;1232;592;1424;200;2257;1207;5,8;55,2;0,1
23/09/2004;23.00.00;3,6;1248;60;12,5;1099;286;1711;95;1736;936;6,3;61,4;0,1
24/09/2004;00.00.00;1,2;1081;192;2,8;1131;126;1820;58;1672;791;4,6;56,6;0,1
24/09/2004;01.00.00;4,2;1359;223;14,9;1128;357;1826;165;1767;1110;6,3;65,5;0,1
24/09/2004;02.00.00;1,4;1150;117;3,6;971;34;1796;17;1555;962;5,9;59,2;0,1
24/09/2004;03.00.00;4,8;1441;197;18,7;1069;324;1754;132;1845;958;6,3;49,6;0,1
24/09/2004;04.00.00;1,9;1149;357;9,2;1421;153;1980;67;1635;891;6,8;60,2;0,1
24/09/2004;05.00.00;0,9;1090;266;6,2;1078;67;1994;37;1624;769;11,4;50,2;0,1
24/09/2004;06.00.00;3,1;1217;380;9,1;1358;289;1872;105;1841;1037;19,4;53,1;0,1
24/09/2004;07.00.00;7,4;1623;301;25,3;1217;648;1461;200;2169;1247;25,8;54,2;0,1
24/09/2004;08.00.00;6,2;1599;279;21,9;1291;567;1535;200;2127;1090;12,9;45,7;0,1
24/09/2004;09.00.00;4,7;1381;93;19,2;956;357;1557;138;1824;1008;24,2;53,0;0,1
24/09/2004;10.00.00;5,6;1502;303;19,2;1233;537;1741;200;2136;1043;22,4;54,2;0,1
24/09/2004;11.00.00;2,8;1295;375;13,3;1296;216;1821;106;1845;873;24,8;54,2;0,1
24/09/2004;12.00.00;7,1;1599;328;25,5;1338;567;1604;193;2048;949;29,1;54,7;0,1
24/09/2004;13.00.00;0,7;1048;137;3,8;1033;7;2063;2;1459;715;23,8;46,1;0,1
24/09/2004;14.00.00;4,1;1339;156;16,9;914;240;1798;108;1549;972;20,1;45,2;0,1
24/09/2004;15.00.00;1,2;1108;67;3,0;850;137;1796;58;1592;862;21,0;35,0;0,1
24/09/2004;16.00.00;2,5;1231;174;6,5;1068;209;2030;87;1780;900;23,7;45,5;0,1
24/09/2004;17.00.00;5,7;1421;388;21,2;1359;499;1594;200;2095;944;15,6;56,5;0,1
24/09/2004;18.00.00;4,7;1438;230;12,1;1073;270;1598;101;1689;920;18,1;39,5;0,1
24/09/2004;19.00.00;3,9;1264;360;15,1;1467;306;2035;116;1969;861;12,3;63,8;0,1
24/09/2004;20.00.00;3,5;1168;219;14,1;1065;360;1788;145;2081;973;13,9;59,2;0,1
24/09/2004;21.00.00;5,1;1322;167;16,7;889;385;1580;147;1972;1092;14,7;52,9;0,1
24/09/2004;22.00.00;6,3;1561;135;21,5;1013;578;1401;200;2143;1201;8,4;65,3;0,1
24/09/2004;23.00.00;7,7;1652;69;28,2;962;672;1336;200;2012;1144;4,0;67,6;0,1
25/09/2004;00.00.00;4,9;1403;91;16,3;968;422;1812;183;2173;1122;8,7;43,8;0,1
25/09/2004;01.00.00;5,2;1433;120;15,7;1022;541;1627;196;2275;1245;10,4;38,3;0,1
25/09/2004;02.00.00;6,9;1636;340;23,4;1305;622;1444;200;2165;1429;8,9;56,4;0,1
25/09/2004;03.00.00;2,7;1288;372;9,8;1371;171;1934;66;1706;813;4,6;71,9;0,1
25/09/2004;04.00.00;3,1;1193;317;11,4;1385;243;1802;95;1826;998;16,0;54,0;0,1
25/09/2004;05.00.00;2,8;1238;257;12,6;1298;329;1849;115;1893;1020;14,5;52,0;0,1
25/09/2004;06.00.00;2,6;1176;157;10,9;1244;290;1899;134;2064;1003;16,3;54,5;0,1
25/09/2004;07.00.00;5,4;1458;175;21,7;947;376;1806;151;1696;1014;17,2;48,5;0,1
25/09/2004;08.00.00;6,5;1532;162;24,3;1075;565;1538;200;2095;1158;24,9;57,3;0,1
25/09/2004;09.00.00;4,4;1420;365;12,9;1313;470;1616;176;2027;1096;24,5;45,3;0,1
25/09/2004;10.00.00;1,3;1105;94;6,7;1003;150;1972;55;1532;702;24,3;42,0;0,1
25/09/2004;11.00.00;5,4;1328;393;21,0;1421;463;1719;191;2097;1216;19,3;44,1;0,1
25/09/2004;12.00.00;5,5;1416;58;21,5;971;432;1600;177;2031;1032;25,5;47,2;0,1
25/09/2004;13.00.00;4,9;1412;292;16,9;1236;427;1713;188;2091;1054;24,3;31,4;0,1
25/09/2004;14.00.00;7,3;1570;215;26,3;1112;623;1478;200;2133;1062;23,8;57,2;0,1
25/09/2004;15.00.00;4,0;1367;186;15,3;1144;429;1617;146;1959;943;16,6;50,0;0,1
25/09/2004;16.00.00;3,9;1274;399;12,4;1464;300;1803;120;2125;892;21,3;51,7;0,1
25/09/2004;17.00.00;6,7;1469;296;24,8;1246;518;1585;164;2004;1040;12,2;53,4;0,1
25/09/2004;18.00.00;6,2;1523;252;23,9;1154;530;1684;200;2075;1261;14,4;59,7;0,1
25/09/2004;19.00.00;6,9;1583;159;25,2;999;512;1499;199;2220;1254;14,6;49,7;0,1
25/09/2004;20.00.00;1,5;1114;55;5,1;960;5;2015;2;1403;662;11,7;52,3;0,1
25/09/2004;21.00.00;3,2;1254;387;12,5;1406;199;1899;60;1725;980;7,7;48,1;0,1
25/09/2004;22.00.00;5,2;1426;294;20,7;1220;373;1697;146;1890;1037;1,4;50,0;0,1
25/09/2004;23.00.00;4,1;1242;208;15,7;939;290;1860;112;1905;935;1,4;59,2;0,1
26/09/2004;00.00.00;2,1;1171;381;9,0;1341;184;1970;82;1747;837;1,9;62,4;0,1
26/09/2004;01.00.00;7,0;1572;371;25,9;1335;529;1490;193;1867;1127;2,3;40,7;0,1
26/09/2004;02.00.00;0,5;1043;117;0,5;837;91;1953;17;1507;744;9,1;53,9;0,1
26/09/2004;03.00.00;2,6;1144;322;8,5;1295;210;1697;83;1784;975;9,6;55,7;0,1
26/09/2004;04.00.00;5,9;1483;333;22,8;1339;458;1474;200;2026;1077;11,0;52,2;0,1
26/09/2004;05.00.00;3,6;1185;234;13,1;1241;287;1716;89;1857;955;12,1;67,9;0,1
26/09/2004;06.00.00;4,8;1390;315;19,2;1314;381;1851;153;1869;1022;16,2;45,0;0,1
26/09/2004;07.00.00;1,2;1202;351;4,6;1359;96;1882;19;1454;998;23,9;47,6;0,1
26/09/2004;08.00.00;7,0;1581;370;25,1;1369;555;1366;200;2272;1094;15,4;59,0;0,1
26/09/2004;09.00.00;4,9;1301;296;16,1;1349;501;1492;198;2079;1060;25,7;45,6;0,1
26/09/2004;10.00.00;3,4;1305;97;11,9;936;258;1827;95;1823;826;23,7;40,9;0,109
26/09/2004;11.00.00;4,7;1363;280;16,1;1258;322;1792;113;1770;932;26,4;42,0;0,1
26/09/2004;12.00.00;7,5;1468;69;27,1;1005;635;1574;200;2025;1169;24,1;54,3;0,1
26/09/2004;13.00.00;21,4;1574;247;108,8;1011;1503;1515;200;2173;1074;50,0;43,2;0,1
26/09/2004;14.00.00;4,2;1338;156;15,8;1010;359;1706;176;2087;949;25,4;51,5;0,1
26/09/2004;15.00.00;6,1;1454;204;23,0;1033;453;1564;179;1868;1080;23,1;37,1;0,1
26/09/2004;16.00.00;18,0;1304;263;108,9;1264;1780;1735;117;1900;1081;57,0;49,9;0,1
26/09/2004;17.00.00;6,0;1429;75;19,9;903;471;1522;192;2152;1130;16,3;54,2;0,1
26/09/2004;18.00.00;2,6;1209;280;8,8;1073;203;1892;73;1750;832;17,6;51,4;0,1
26/09/2004;19.00.00;5,7;1418;140;20,2;885;447;1758;168;2015;977;11,0;57,5;0,1
26/09/2004;20.00.00;1,4;1064;210;6,5;1101;162;1971;44;1729;928;9,3;70,0;0,1
26/09/2004;21.00.00;6,5;1573;173;25,3;1007;581;1552;200;2071;1257;9,0;65,5;0,1
26/09/2004;22.00.00;6,2;1454;224;21,3;981;518;1720;192;2029;1061;4,1;57,0;0,1
26/09/2004;23.00.00;5,8;1476;361;19,9;1375;498;1652;200;2175;1082;-2,8;54,7;0,1
27/09/2004;00.00.00;12,9;1575;222;93,2;1045;1809;1455;200;2141;1104;49,3;47,4;0,1
27/09/2004;01.00.00;2,6;1250;311;10,8;1226;176;2005;103;1691;983;2,3;70,2;0,1
27/09/2004;02.00.00;6,6;1515;228;25,6;1109;541;1449;200;2178;1222;9,9;60,7;0,1
27/09/2004;03.00.00;1,5;1107;387;0,1;1301;110;2199;27;1742;843;7,3;52,8;0,1
27/09/2004;04.00.00;6,5;1549;200;25,6;1180;517;1672;200;2184;1123;14,3;50,9;0,1
27/09/2004;05.00.00;7,0;1622;239;27,1;1093;570;1463;200;2265;1190;16,7;50,0;0,1
27/09/2004;06.00.00;3,9;1210;280;12,5;1370;250;1846;105;1877;891;19,3;48,8;0,1
27/09/2004;07.00.00;5,1;1403;130;19,4;992;403;1548;173;2006;1170;17,1;54,7;0,1
27/09/2004;08.00.00;3,0;1274;239;10,2;1086;268;1783;115;1914;1096;19,6;55,6;0,1
27/09/2004;09.00.00;7,9;1747;373;23,1;1274;631;1621;200;2051;1269;23,9;28,0;0,1
27/09/2004;10.00.00;5,6;1405;263;19,3;1236;533;1566;200;2212;1126;25,9;59,9;0,1
27/09/2004;11.00.00;2,0;1161;141;2,6;1018;162;1755;93;1744;949;25,6;38,9;0,1
27/09/2004;12.00.00;6,4;1633;357;20,2;1449;537;1385;200;2156;1071;22,3;62,3;0,1
27/09/2004;13.00.00;2,0;1151;135;9,3;1080;164;1967;64;1787;890;26,7;44,7;0,1
27/09/2004;14.00.00;2,2;1246;128;6,7;870;201;1810;123;1960;1041;20,8;62,3;0,1
27/09/2004;15.00.00;3,8;1233;132;13,1;975;287;1688;106;1746;958;26,0;48,0;0,1
27/09/2004;16.00.00;5,8;1442;284;22,1;1157;408;1570;133;1911;1022;19,2;43,7;0,1
27/09/2004;17.00.00;2,1;1131;219;9,4;1195;274;1807;109;1731;1014;20,1;52,8;0,1
27/09/2004;18.00.00;4,2;1272;326;16,0;1317;377;1588;161;1939;1088;16,6;50,2;0,1
27/09/2004;19.00.00;5,3;1513;116;16,5;1037;509;1557;200;1941;1055;17,0;49,7;0,1
27/09/2004;20.00.00;5,9;1503;188;19,1;1117;395;1674;152;1887;970;9,9;60,8;0,1
27/09/2004;21.00.00;6,0;1394;149;22,0;970;481;1668;174;2041;909;10,8;49,2;0,1
27/09/2004;22.00.00;2,4;1222;325;8,1;1368;253;1891;143;1790;734;6,4;65,5;0,1
27/09/2004;23.00.00;5,2;1376;188;12,3;1134;298;1463;132;2007;983;5,0;50,7;0,1
28/09/2004;00.00.00;6,2;1574;329;20,2;1337;516;1660;200;1994;1019;8,5;65,0;0,1
28/09/2004;01.00.00;1,7;1202;189;4,8;975;127;1891;54;1533;765;-0,9;63,4;0,1
28/09/2004;02.00.00;2,8;1217;382;5,6;1434;347;1688;117;1903;917;1,5;57,2;0,1
28/09/2004;03.00.00;4,8;1395;298;21,3;1286;289;1821;113;1817;915;5,3;73,1;0,1
28/09/2004;04.00.00;7,3;1611;284;28,3;1248;553;1635;200;2294;1183;5,7;71,4;0,1
28/09/2004;05.00.00;5,2;1476;243;18,4;1157;441;1668;175;2037;1150;16,0;45,8;0,1
28/09/2004;06.00.00;3,4;1260;73;10,3;912;268;1826;90;1902;1112;11,0;44,3;0,1
28/09/2004;07.00.00;6,8;1536;197;23,3;1060;495;1563;200;2042;1198;16,7;59,5;0,1
28/09/2004;08.00.00;3,9;1299;173;11,2;1148;229;2011;123;1654;997;18,1;53,6;0,1
28/09/2004;09.00.00;7,8;1657;247;30,7;1067;571;1599;200;2031;1247;20,6;44,7;0,1
28/09/2004;10.00.00;20,3;1338;117;89,2;1015;1750;1578;192;2267;951;59,0;48,1;0,1
28/09/2004;11.00.00;7,7;1644;203;28,8;1033;621;1575;200;2208;1166;21,3;64,3;0,1
28/09/2004;12.00.00;5,0;1429;386;17,4;1346;389;1729;145;1938;985;22,5;49,1;0,1
28/09/2004;13.00.00;7,4;1581;332;26,6;1228;564;1491;200;2211;1006;22,7;62,2;0,1
28/09/2004;14.00.00;5,2;1352;167;14,9;1044;369;1595;158;1840;829;20,1;54,8;0,1
28/09/2004;15.00.00;2,1;1210;284;6,2;1223;219;1913;108;1829;1006;21,3;48,2;0,1
28/09/2004;16.00.00;1,5;1195;393;6,9;1425;97;2006;28;1620;1011;23,8;47,3;0,1
28/09/2004;17.00.00;5,3;1448;241;17,5;1148;421;1636;140;1859;1182;18,3;38,8;0,1
28/09/2004;18.00.00;4,7;1391;363;17,1;1430;382;1581;130;2082;968;16,9;57,4;0,1
28/09/2004;19.00.00;6,4;1563;50;21,1;901;583;1558;200;2213;1145;9,0;46,6;0,1
28/09/2004;20.00.00;4,3;1322;281;18,3;1121;296;1736;128;1810;884;11,1;52,3;0,1
28/09/2004;21.00.00;0,6;1020;108;3,8;921;8;1931;2;1549;892;8,0;56,6;0,1
28/09/2004;22.00.00;0,5;1012;243;0,1;1269;81;1912;75;1836;785;3,4;48,2;0,1
28/09/2004;23.00.00;1,3;1199;197;5,8;1142;170;1887;62;1807;977;5,9;52,5;0,1
29/09/2004;00.00.00;1,9;1327;77;6,3;1027;154;1770;81;1902;877;7,6;65,6;0,1
29/09/2004;01.00.00;5,4;1336;151;20,1;958;411;1568;180;2158;905;4,9;44,8;0,1
29/09/2004;02.00.00;1,7;1106;104;5,3;959;115;1745;4;1658;933;13,8;65,8;0,1
29/09/2004;03.00.00;7,9;1536;208;27,1;1032;564;1598;200;2071;1277;9,8;49,8;0,1
29/09/2004;04.00.00;1,1;1163;382;3,3;1406;5;1838;2;1438;929;15,2;58,8;0,1
29/09/2004;05.00.00;4,8;1315;319;15,7;1226;377;1715;157;2016;1042;9,2;48,1;0,1
29/09/2004;06.00.00;0,9;1134;266;6,9;1204;60;1939;22;1729;820;12,5;50,5;0,1
29/09/2004;07.00.00;7,6;1651;196;23,6;1067;560;1571;200;2041;1109;10,7;52,4;0,1
29/09/2004;08.00.00;1,3;1109;317;4,7;1261;5;1948;2;1415;732;24,0;45,2;0,1
29/09/2004;09.00.00;2,1;1091;314;5,3;1355;205;1720;60;1578;806;29,6;44,9;0,1
29/09/2004;10.00.00;3,4;1320;175;12,9;1221;209;2040;94;1866;806;14,8;51,7;0,1
29/09/2004;11.00.00;6,1;1531;275;22,0;1321;479;1646;172;1951;1126;23,4;40,4;0,1
29/09/2004;12.00.00;3,2;1249;206;10,5;1184;246;1844;101;1900;794;22,1;47,6;0,1
29/09/2004;13.00.00;3,0;1250;237;13,0;1173;251;1632;101;1933;951;22,2;46,4;0,1
29/09/2004;14.00.00;8,0;1634;145;28,3;910;739;1283;200;2188;1230;21,3;49,4;0,1
29/09/2004;15.00.00;6,8;1550;326;27,0;1224;549;1519;195;2167;1184;22,7;63,7;0,1
29/09/2004;16.00.00;0,6;1035;296;4,3;1144;83;1876;12;1566;803;19,4;53,5;0,1
29/09/2004;17.00.00;5,5;1402;215;19,5;1052;443;1763;173;2056;1111;17,3;60,9;0,1
29/09/2004;18.00.00;5,4;1394;379;19,9;1424;395;1599;130;1886;1036;14,2;69,7;0,1
29/09/2004;19.00.00;4,4;1389;398;13,2;1296;408;1764;166;2323;1097;11,7;64,0;0,1
29/09/2004;20.00.00;3,0;1289;129;10,6;1141;289;1756;130;1879;1035;14,5;44,4;0,111
29/09/2004;21.00.00;5,4;1440;133;20,3;1061;451;1653;155;1802;1108;8,1;54,1;0,1
29/09/2004;22.00.00;7,4;1514;202;25,5;1129;682;1453;200;2061;1108;4,0;56,6;0,1
29/09/2004;23.00.00;7,4;1577;389;23,6;1417;646;1362;200;2008;1060;5,4;61,7;0,1
30/09/2004;00.00.00;5,9;1503;367;19,6;1417;468;1575;200;2048;1240;1,1;65,7;0,1
30/09/2004;01.00.00;6,6;1570;83;27,0;913;491;1653;188;2240;1121;5,5;67,5;0,1
30/09/2004;02.00.00;3,5;1201;397;14,5;1441;318;1762;118;1680;1018;10,5;49,1;0,1
30/09/2004;03.00.00;6,8;1508;313;21,2;1335;567;1562;200;1905;1093;10,2;49,2;0,1
30/09/2004;04.00.00;2,5;1121;265;13,1;1236;167;1603;67;1592;935;9,9;55,8;0,1
30/09/2004;05.00.00;8,0;1739;288;26,9;1182;671;1398;200;2209;1301;9,4;57,0;0,1
30/09/2004;06.00.00;7,5;1709;298;26,3;1344;547;1522;200;2102;984;13,8;49,7;0,1
30/09/2004;07.00.00;7,6;1607;210;27,0;1180;624;1481;200;1950;1175;16,2;55,1;0,1
30/09/2004;08.00.00;6,9;1600;127;23,4;920;563;1765;200;1989;1145;19,7;71,7;0,1
30/09/2004;09.00.00;7,2;1595;100;23,1;943;596;1422;200;2088;1188;19,6;55,7;0,1
30/09/2004;10.00.00;2,3;1211;186;6,0;1063;128;1963;52;1684;956;24,0;31,4;0,1
30/09/2004;11.00.00;7,3;1569;327;22,7;1133;623;1380;200;2056;1306;28,1;47,1;0,1
30/09/2004;12.00.00;4,2;1407;111;15,6;1007;319;1649;120;1790;994;23,7;55,3;0,1
30/09/2004;13.00.00;3,5;1241;221;14,7;1285;266;1731;99;1864;850;21,4;58,8;0,1
30/09/2004;14.00.00;5,7;1480;243;19,6;1225;439;1670;131;1719;1211;20,2;46,9;0,1
30/09/2004;15.00.00;4,6;1363;112;17,4;1054;347;1574;151;2038;1058;19,4;52,7;0,1
30/09/2004;16.00.00;3,9;1319;173;11,3;1169;340;1697;168;1992;1093;21,4;47,5;0,1
30/09/2004;17.00.00;2,6;1215;244;11,2;1100;175;2020;64;1936;1050;18,4;46,5;0,1
30/09/2004;18.00.00;4,9;1293;125;15,8;946;378;1697;154;1932;1099;20,8;34,5;0,1
30/09/2004;19.00.00;6,2;1588;348;19,9;1449;497;1481;200;2150;1332;11,6;70,6;0,1
30/09/2004;20.00.00;5,5;1503;253;20,9;1116;364;1735;160;1885;1108;11,9;56,5;0,1
30/09/2004;21.00.00;7,5;1680;396;27,5;1309;663;1494;200;2119;1232;9,5;60,5;0,1
30/09/2004;22.00.00;6,5;1510;164;21,4;1109;467;1544;187;1878;912;4,3;55,1;0,111
30/09/2004;23.00.00;0,6;1086;92;2,0;740;68;1828;18;1501;751;4,7;57,9;0,1
01/10/2004;00.00.00;3,1;1277;171;9,0;927;266;1728;97;1840;941;7,5;48,6;0,1
01/10/2004;01.00.00;2,2;1133;374;9,9;1242;167;1945;75;1641;950;7,4;54,0;0,1
01/10/2004;02.00.00;3,8;1365;366;11,7;1285;268;1845;117;1828;1009;4,9;69,0;0,1
